Base;Date
38,2283;19.08.2020
38,1067;20.08.2020
31,8092;21.08.2020
23,8292;22.08.2020
16,3263;23.08.2020
44,7208;24.08.2020
38,4625;25.08.2020
17,89;26.08.2020
46,3071;27.08.2020
40,7008;28.08.2020
35,6408;29.08.2020
33,8196;30.08.2020
54,0367;31.08.2020
49,8092;01.09.2020
49,8213;02.09.2020
40,5358;03.09.2020
38,3238;04.09.2020
33,4142;05.09.2020
34,8346;06.09.2020
43,5404;07.09.2020
37,5983;08.09.2020
36,6292;09.09.2020
47,3375;10.09.2020
47,8142;11.09.2020
31,8717;12.09.2020
20,1892;13.09.2020
53,1129;14.09.2020
70,1979;15.09.2020
53,4129;16.09.2020
46,4021;17.09.2020
42,1271;18.09.2020
36,5371;19.09.2020
37,515;20.09.2020
61,0954;21.09.2020
53,3133;22.09.2020
46,4283;23.09.2020
38,1842;24.09.2020
41,3717;25.09.2020
33,1308;26.09.2020
30,0263;27.09.2020
47,2604;28.09.2020
58,6183;29.09.2020
50,2529;30.09.2020
41,0158;01.10.2020
35,6771;02.10.2020
16,4554;03.10.2020
7,105;04.10.2020
32,0921;05.10.2020
34,4513;06.10.2020
36,6229;07.10.2020
29,8325;08.10.2020
39,9708;09.10.2020
31,2325;10.10.2020
32,1842;11.10.2020
46,9025;12.10.2020
45,2308;13.10.2020
35,6721;14.10.2020
40,9358;15.10.2020
46,9358;16.10.2020
40,7571;17.10.2020
30,5563;18.10.2020
44,6379;19.10.2020
35,2238;20.10.2020
32,6146;21.10.2020
32,3925;22.10.2020
44,7808;23.10.2020
30,5825;24.10.2020
13,3792;25.10.2020
38,265;26.10.2020
34,6063;27.10.2020
29,9421;28.10.2020
32,6471;29.10.2020
30,1921;30.10.2020
31,0208;31.10.2020
16,9467;01.11.2020
23,3958;02.11.2020
